full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0111	TA00874	D00874	A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence	2025	Huan-ang Gao; Jiayi Geng; Wenyue Hua; Mengkang Hu; Xinzhe Juan; Hongzhang Liu; Shilong Liu; J. Qiu; Xuan Qi; Yiran Wu; Hongru Wang; Han Xiao; Yuhan Zhou; Shaokun Zhang; Jiayi Zhang; Jinyu Xiang; Yixiong Fang; Qiwen Zhao; Dongrui Liu; Qihan Ren; Cheng Qian; Zheng Wang; Minda Hu; Huazheng Wang; Qingyun Wu; Heng Ji; Mengdi Wang		10.48550/arxiv.2507.21046	2507.21046	citations	search/results-citations.json	backward | backward_from=deng2026memcoder;ouyang2026reasoningbank;weng2026groupevolving;memorytransfer2026; backward | backward_from=ouyang2026reasoningbank	1	maybe	Self-evolving-agent survey includes coding among domains and may provide contextual taxonomy, but full text must verify relevance.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0111_TA00874_a-survey-of-self-evolving-agents-what-when-how-and-where-to-evolve-on-the-path-t.pdf	search/full-texts/text/FT0111_TA00874_a-survey-of-self-evolving-agents-what-when-how-and-where-to-evolve-on-the-path-t.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text is a broad survey of self-evolving agents across generic domains; although it mentions coding among application areas and taxonomies, its contribution is not centered on software-development memory mechanisms or SE/coding-task evaluation.	codex_full_text_012	2026-04-28T22:17:36Z	Verify survey scope and original analytical contribution. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0112	TA00905	D00905	Agent READMEs: An Empirical Study of Context Files for Agentic Coding	2025	Worawalan Chatlatanagulchai; Hao Li; Yutaro Kashiwa; Brittany Reid; Kundjanasith Thonglek; P. Leelaprute; A. Rungsawang; Bundit Manaskasemsak; Bram Adams; Ahmed E. Hassan; Hajimu Iida		10.48550/arxiv.2511.12884	2511.12884	citations	search/results-citations.json	backward | backward_from=vasilopoulos2026codified	0	maybe	Agent context files are human-authored persistence, normally excluded, but this empirical coding-agent study may fit the criteria exception.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0112_TA00905_agent-readmes-an-empirical-study-of-context-files-for-agentic-coding.pdf	search/full-texts/text/FT0112_TA00905_agent-readmes-an-empirical-study-of-context-files-for-agentic-coding.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text empirically studies human-authored agent context files such as CLAUDE.md, AGENTS.md, and Copilot instruction files as persistent project instructions, but it does not evaluate an agent-owned memory mechanism or measure their effect on coding-agent task performance.	codex_full_text_012	2026-04-28T22:17:36Z	Verify contextual-study status in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0113	TA00927	D00927	Agentic Plan Caching: Test-Time Memory for Fast and Cost-Efficient LLM Agents	2025	Qizheng Zhang; Michael Wornow; K. Olukotun			2506.14852	citations	search/results-citations.json	backward | backward_from=guo2026eet	0	maybe	Plan-template caching is explicit test-time memory, but the abstract does not identify whether evaluated agent applications include software development.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0113_TA00927_agentic-plan-caching-test-time-memory-for-fast-and-cost-efficient-llm-agents.pdf	search/full-texts/text/FT0113_TA00927_agentic-plan-caching-test-time-memory-for-fast-and-cost-efficient-llm-agents.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes agentic plan caching as cross-request test-time memory and evaluates cost, latency, and accuracy on FinanceBench, QASPER, TabMWP, AIME, and GAIA/Open Deep Research, but it does not provide software-development or coding-task evaluation.	codex_full_text_012	2026-04-28T22:17:36Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0114	TA00960	D00960	AlphaOPT: Formulating Optimization Programs with Self-Improving LLM Experience Library	2025	Minwei Kong; A. Qu; Xiaotong Guo; Wenbin Ouyang; Chonghe Jiang; Han Zheng; Yining Ma; Dingyi Zhuang; Yuhan Tang; Junyi Li; Hai Wang; Cathy Wu; Jinhua Zhao		10.48550/arxiv.2510.18428	2510.18428	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank;mu2025experepair	0	maybe	Self-improving experience library stores solver-verified insights for executable optimization programs, but software-development scope is borderline.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0114_TA00960_alphaopt-formulating-optimization-programs-with-self-improving-llm-experience-li.pdf	search/full-texts/text/FT0114_TA00960_alphaopt-formulating-optimization-programs-with-self-improving-llm-experience-li.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes AlphaOPT, a self-improving solver-verified experience library that stores structured modeling and code-implementation insights, retrieves and refines them across optimization-program instances, and evaluates performance on multiple optimization/program-formulation benchmarks.	codex_full_text_012	2026-04-28T22:17:36Z	Verify scope and memory mechanism in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records; optimization-program/code-generation include.
FT0115	TA01006	D01006	Beyond the Prompt: An Empirical Study of Cursor Rules	2025	Shaokang Jiang; Daye Nam		10.1145/3793302.3793367	2512.18925	citations	search/results-citations.json	backward | backward_from=vasilopoulos2026codified	0	maybe	Cursor rules are human-authored persistence, normally excluded, but this empirical coding-agent study may fit the criteria exception.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0115_TA01006_beyond-the-prompt-an-empirical-study-of-cursor-rules.pdf	search/full-texts/text/FT0115_TA01006_beyond-the-prompt-an-empirical-study-of-cursor-rules.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text provides a large-scale empirical taxonomy of human-authored Cursor rule files for AI coding assistants, but it explicitly leaves measuring the rules' effect on LLM/coding-agent performance to future work and does not study an agent-owned persistent memory mechanism.	codex_full_text_012	2026-04-28T22:17:36Z	Verify contextual-study status in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0116	TA01114	D01114	Decoding the Configuration of AI Coding Agents: Insights from Claude Code Projects	2025	Helio Victor F. Santos; V. Costa; João Eduardo Montandon; Marco Túlio Valente		10.48550/arxiv.2511.09268	2511.09268	citations	search/results-citations.json	backward | backward_from=vasilopoulos2026codified	0	maybe	Claude Code configuration files are human-authored persistence, normally excluded, but this empirical coding-agent study may fit the criteria exception.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0116_TA01114_decoding-the-configuration-of-ai-coding-agents-insights-from-claude-code-project.pdf	search/full-texts/text/FT0116_TA01114_decoding-the-configuration-of-ai-coding-agents-insights-from-claude-code-project.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text analyzes human-written Claude Code configuration files and the concerns they encode, but it is a descriptive empirical artifact study without measured coding-agent performance impact or an agent-owned cross-session memory/update mechanism.	codex_full_text_012	2026-04-28T22:17:36Z	Verify contextual-study status in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0117	TA01142	D01142	Dynamic Cheatsheet: Test-Time Learning with Adaptive Memory	2025	Mirac Suzgun; Mert Yüksekgönül; Federico Bianchi; Daniel Jurafsky; James Zou		10.48550/arxiv.2504.07952	2504.07952	citations	search/results-citations.json	backward | backward_from=ouyang2026reasoningbank;memorytransfer2026	0	maybe	Persistent evolving memory stores strategies and code snippets, but full text must establish software-development task relevance.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0117_TA01142_dynamic-cheatsheet-test-time-learning-with-adaptive-memory.pdf	search/full-texts/text/FT0117_TA01142_dynamic-cheatsheet-test-time-learning-with-adaptive-memory.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text presents Dynamic Cheatsheet as persistent evolving memory for reusable strategies and code snippets, but the evaluation is on math, puzzle, and knowledge reasoning benchmarks rather than software-development or coding tasks.	codex_full_text_012	2026-04-28T22:17:36Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0118	TA01172	D01172	EvoAgentX: An Automated Framework for Evolving Agentic Workflows	2025	Yingxu Wang; Siwei Liu; Jinyuan Fang; Zaiqiao Meng		10.48550/arxiv.2507.03616	2507.03616	citations	search/results-citations.json	backward+forward | forward_from=zhang2025darwingodel | backward_from=weng2026groupevolving	0	maybe	Agentic workflow evolution includes MBPP code generation, but full text must verify whether evolution is eligible persistence rather than prompt optimization.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0118_TA01172_evoagentx-an-automated-framework-for-evolving-agentic-workflows.pdf	search/full-texts/text/FT0118_TA01172_evoagentx-an-automated-framework-for-evolving-agentic-workflows.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text evaluates EvoAgentX on code-generation and other benchmarks, but the implemented contribution is prompt, tool-configuration, and workflow-topology optimization; the memory optimizer is described as active/future work rather than a demonstrated cross-task experience-memory mechanism.	codex_full_text_012	2026-04-28T22:17:36Z	Verify mechanism and benchmark scope. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0119	TA01187	D01187	Experience-Evolving Multi-Turn Tool-Use Agent with Hybrid Episodic-Procedural Memory	2025	Sijia Li; Yuchen Huang; Zifan Liu; Zijian Li; Jingjing Fu; Lei Song; Jiang Bian; Jun Zhang; Rui Wang			2512.07287	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	0	maybe	Hybrid episodic-procedural memory is explicit, but the abstract does not identify software-development benchmarks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0119_TA01187_experience-evolving-multi-turn-tool-use-agent-with-hybrid-episodic-procedural-me.pdf	search/full-texts/text/FT0119_TA01187_experience-evolving-multi-turn-tool-use-agent-with-hybrid-episodic-procedural-me.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes hybrid episodic-procedural memory for multi-turn tool-use agents, but evaluation is on generic telecom, retail, ToolSandbox, and ACEBench tool-use tasks rather than software-development or coding benchmarks.	codex_full_text_012	2026-04-28T22:17:36Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0120	TA01231	D01231	GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning	2025	Lakshya A. Agrawal; Shangyin Tan; Dilara Soylu; Noah Ziems; Rishi Khare; Krista Opsahl-Ong; Arnav Singhvi; Herumb Shandilya; Michael J Ryan; Meng Jiang; Christopher Potts; Koushik Sen; A. Dimakis; Ion Stoica; Dan Klein; Matei A. Zaharia; O. Khattab			2507.19457	citations	search/results-citations.json	backward | backward_from=dong2026kernelblaster;zhang2025accelopt;zhang2026textbfgs	0	maybe	Reflective prompt evolution includes trajectory reflection and a code-optimization use case, but full text must verify whether this is persistent agent memory rather than prompt optimization.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0120_TA01231_gepa-reflective-prompt-evolution-can-outperform-reinforcement-learning.pdf	search/full-texts/text/FT0120_TA01231_gepa-reflective-prompt-evolution-can-outperform-reinforcement-learning.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes GEPA as reflective prompt evolution over rollout/evaluation traces with a code-optimization application, but the persistence is optimized prompts/candidate pools rather than an explicit agent-owned memory or knowledge store reused across coding-agent sessions/tasks.	codex_full_text_012	2026-04-28T22:17:36Z	Verify persistence mechanism and software-development evaluation in full text. | retrieval ok via arxiv | Full-text batch 012 retrieved title/abstract maybe records.
FT0121	TA01267	D01267	How Memory Management Impacts LLM Agents: An Empirical Study of Experience-Following Behavior	2025	Zidi Xiong; Yuping Lin; Wenya Xie; Pengfei He; Jiliang Tang; Himabindu Lakkaraju; Zhen Xiang		10.48550/arxiv.2505.16067	2505.16067	citations	search/results-citations.json	backward | backward_from=shen2026structurally	0	maybe	Empirical study addresses memory addition/deletion and experience replay, but the abstract does not identify software-development benchmarks or task domains.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0121_TA01267_how-memory-management-impacts-llm-agents-an-empirical-study-of-experience-follow.pdf	search/full-texts/text/FT0121_TA01267_how-memory-management-impacts-llm-agents-an-empirical-study-of-experience-follow.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text studies episodic memory addition/deletion and experience-following behavior across generic agents, including EHR, driving, IoT, and synthetic tasks; the code-producing EHR task is not a software-development/coding-agent benchmark under the protocol.	codex_full_text_013	2026-04-28T22:21:16Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
FT0122	TA01295	D01295	Intrinsic Memory Agents: Heterogeneous Multi-Agent LLM Systems through Structured Contextual Memory	2025	Sizhe Yuen; Francisco Gomez Medina; Ting Su; Yali Du; A. Sobey		10.48550/arxiv.2508.08997	2508.08997	citations	search/results-citations.json	backward | backward_from=shen2026structurally	0	maybe	Intrinsic Memory Agents maintain evolving structured memories and include a data-pipeline design evaluation, but full text must verify software-development relevance.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0122_TA01295_intrinsic-memory-agents-heterogeneous-multi-agent-llm-systems-through-structured.pdf	search/full-texts/text/FT0122_TA01295_intrinsic-memory-agents-heterogeneous-multi-agent-llm-systems-through-structured.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes agent-specific intrinsic memories for generic multi-agent systems and evaluates PDDL, FEVER, ALFWorld, and a data-pipeline design case study, but it does not evaluate on explicit software-development or coding benchmarks.	codex_full_text_013	2026-04-28T22:21:16Z	Verify task scope and persistence details in full text. | retrieval ok via arxiv | Full-text batch 013 retrieved title/abstract maybe records.
